ID;RESOURCE;PROPERTY;VOICEOVER;KEY;BR;CZ;RU;AR;TR;CN;PL;IT;FR;DE;ZH;ESMX;EN;KR;ES;JP;HU
2116737806;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08_final_essi.w2scene""";Line text;VIM1_STED_2116737806;;Não diga isso. Você não pode se culpar.;To neříkej. Nemůžeš se obviňovat.;Не говори так. Вы не можете винить себя.;لا تقل ذلك. لا يمكنك إلقاء اللوم على نفسك.;Bunu söyleme. Kendini suçlayamazsın.;别这么说。你不能责怪自己。;Nie mów tak. Nie możesz siebie obwiniać.;Non dirlo. Non puoi incolpare te stesso.;Ne dis pas ça. Tu ne peux pas t'en vouloir.;Sag das nicht. Du kannst dir keine Vorwürfe machen.;别这么说。你不能责怪自己。;No digas eso. No puedes culparte a ti mismo.;Don't say that. You can't blame yourself.;그런 말은 하지 마세요. 당신은 자신을 비난할 수 없습니다.;No digas eso. No puedes culparte a ti mismo.;そんなこと言わないでよ。自分を責めることはできません。;Ne mondd ezt. Nem hibáztathatod magad.
2116737808;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08_final_essi.w2scene""";Line text;GRLT_STED_2116737808;;Me desculpe por não ter compartilhado os mesmos sentimentos que você.;Je mi líto, že jsem nesdílel stejné pocity jako vy.;Мне жаль, что я не разделял тех же чувств, что и ты.;أنا آسف لأنني لم أشاركك نفس المشاعر.;Seninle aynı duyguları paylaşmadığım için üzgünüm.;很抱歉我没有和你有同样的感受。;Przepraszam, że nie podzielałem tych samych uczuć co Ty.;Mi dispiace di non aver condiviso i tuoi stessi sentimenti.;Je suis désolé de ne pas avoir partagé les mêmes sentiments que toi.;Es tut mir leid, dass ich nicht die gleichen Gefühle wie Sie hatte.;很抱歉我没有和你有同样的感受。;Lamento no haber compartido los mismos sentimientos que tú.;I'm sorry I didn't share the same feelings as you.;당신과 같은 감정을 공유하지 못해서 미안해요.;Lamento no haber compartido los mismos sentimientos que tú.;あなたと同じ気持ちを共有できなくてごめんなさい。;Sajnálom, hogy nem éreztem ugyanazokat az érzéseket, mint te.
2116737810;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08_final_essi.w2scene""";Line text;VIM1_STED_2116737810;;Você não pode controlar seus sentimentos.;Nemůžete ovládat své pocity.;Вы не можете контролировать свои чувства.;لا يمكنك التحكم في مشاعرك.;Duygularını kontrol edemezsin.;你无法控制自己的感受。;Nie możesz kontrolować swoich uczuć.;Non puoi controllare i tuoi sentimenti.;On ne peut pas commander ses sentiments.;Du kannst deine Gefühle nicht kontrollieren.;你无法控制自己的感受。;No puedes controlar tus sentimientos.;Feelings can't be ordered.;당신은 자신의 감정을 통제할 수 없습니다.;No puedes controlar tus sentimientos.;自分の感情をコントロールすることはできません。;Nem tudod irányítani az érzéseidet.
2116737812;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08_final_essi.w2scene""";Line text;GRLT_STED_2116737812;;Mas hoje acho que Gaunter provavelmente estava certo.;Ale dnes si myslím, že Gaunter měl pravděpodobně pravdu.;Но сегодня я думаю, что Гюнтер, вероятно, был прав.;لكن اليوم أعتقد أن غونتر ربما كان على حق.;Ama bugün Gaunter'ın muhtemelen haklı olduğunu düşünüyorum.;但今天我认为冈特可能是对的。;Ale dzisiaj myślę, że Gaunter prawdopodobnie miał rację.;Ma oggi penso che Gaunter probabilmente avesse ragione.;Mais aujourd’hui, je pense que Gaunter avait probablement raison.;Aber heute denke ich, dass Gaunter wahrscheinlich Recht hatte.;但今天我认为冈特可能是对的。;Pero hoy creo que Gaunter probablemente tenía razón.;But today, I think Gaunter was probably right.;하지만 오늘 나는 Gaunter가 아마도 옳았다고 생각합니다.;Pero hoy creo que Gaunter probablemente tenía razón.;しかし今日では、ゴウンター氏の判断はおそらく正しかったと思います。;De ma azt hiszem, Gaunternek valószínűleg igaza volt.
2116737814;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08_final_essi.w2scene""";Line text;GRLT_STED_2116737814;;Não é impossível que tenhamos terminado juntos.;Není vyloučeno, že jsme skončili spolu.;Не исключено, что мы оказались вместе.;ليس من المستحيل أن ننتهي معًا.;Birlikte olmamız imkansız değil.;我们最终在一起也不是不可能的。;Nie jest niemożliwe, że skończyliśmy razem.;Non è impossibile che siamo finiti insieme.;Il n'est pas impossible que nous ayons fini ensemble.;Es ist nicht unmöglich, dass wir zusammen gelandet sind.;我们最终在一起也不是不可能的。;No es imposible que termináramos juntos.;It's not impossible that we would have ended up together.;우리가 함께 끝나는 것은 불가능하지 않습니다.;No es imposible que termináramos juntos.;私たちが最終的に一緒になることは不可能ではありません。;Nem lehetetlen, hogy együtt kötöttünk ki.
2116737816;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08_final_essi.w2scene""";Line text;VIM1_STED_2116737816;;A vida é muito curta para ter arrependimentos.;Život je příliš krátký na to, abychom litovali.;Жизнь слишком коротка, чтобы сожалеть.;الحياة أقصر من أن تندم عليها.;Hayat pişmanlık duymak için çok kısa.;人生太短，不能有遗憾。;Życie jest za krótkie, żeby żałować.;La vita è troppo breve per avere rimpianti.;La vie est trop courte pour avoir des regrets.;Das Leben ist zu kurz, um es zu bereuen.;人生太短，不能有遗憾。;La vida es demasiado corta para arrepentirse.;Life is too short to have regrets.;인생은 후회하기에는 너무 짧습니다.;La vida es demasiado corta para arrepentirse.;後悔するには人生は短すぎます。;Az élet túl rövid ahhoz, hogy megbánja.
2116737818;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08_final_essi.w2scene""";Line text;VIM1_STED_2116737818;;Mantenha-me em seu coração.;Nech si mě ve svém srdci.;Держи меня в своем сердце.;إحتفظ بي في قلبك.;Beni kalbinde sakla.;把我留在你心里。;Zachowaj mnie w swoim sercu.;Tienimi nel tuo cuore.;Garde-moi dans ton cœur.;Behalte mich in deinem Herzen.;把我留在你心里。;Mantenme en tu corazón.;Keep me in your heart.;나를 당신의 마음 속에 간직하십시오.;Mantenme en tu corazón.;私を心の中に留めておいてください。;Tarts a szívedben.
2116737822;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08_final_essi.w2scene""";Line text;VIM1_STED_2116737822;;Sim, Geralt.;Ano, Geralte.;Да, Геральт.;نعم يا جيرالت.;Evet, Geralt.;是的，杰洛特。;Tak, Geralcie.;Sì, Geralt.;Oui, Geralt.;Ja, Geralt.;是的，杰洛特。;Sí, Geralt.;Yes, Geralt.;응, 게롤트.;Sí, Geralt.;そう、ゲラルト。;Igen, Geralt.
2116737824;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08_final_essi.w2scene""";Line text;VIM1_STED_2116737824;;Graças à magia que você liberou.;Díky magii, kterou jsi vypustil.;Благодаря магии, которую ты выпустил.;بفضل السحر الذي أطلقته.;Serbest bıraktığın büyü sayesinde.;感谢你释放的魔法。;Dzięki magii, którą uwolniłeś.;Grazie alla magia che hai liberato.;Grâce à la magie que tu as libérée.;Dank der Magie, die du freigesetzt hast.;感谢你释放的魔法。;Gracias a la magia que liberaste.;Thanks to the magic you've unleashed.;당신이 풀어준 마법 덕분에요.;Gracias a la magia que liberaste.;あなたが放った魔法のおかげで。;Köszönet a varázslatnak, amit felszabadított.
2116737826;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08_final_essi.w2scene""";Line text;VIM1_STED_2116737826;;Mas sinto que já está desaparecendo.;Ale mám pocit, že už mizí.;Но я чувствую, что оно уже угасает.;لكنني أشعر أنها تتلاشى بالفعل.;Ama şimdiden solmaya başladığını hissediyorum.;但我感觉它已经消失了。;Ale mam wrażenie, że to już zanika.;Ma sento che sta già svanendo.;Mais je sens qu'elle s'estompe déjà.;Aber ich habe das Gefühl, dass es bereits verblasst.;但我感觉它已经消失了。;Pero siento que ya se está desvaneciendo.;But I can feel it fading already.;하지만 이미 희미해지고 있는 것 같아요.;Pero siento que ya se está desvaneciendo.;でも、もう薄れてるような気がします。;De úgy érzem, ez már halványul.
2116737830;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08_final_essi.w2scene""";Line text;VIM1_STED_2116737830;;Não diga isso. Você não pode se culpar.;To neříkej. Nemůžeš se obviňovat.;Не говори так. Вы не можете винить себя.;لا تقل ذلك. لا يمكنك إلقاء اللوم على نفسك.;Bunu söyleme. Kendini suçlayamazsın.;别这么说。你不能责怪自己。;Nie mów tak. Nie możesz siebie obwiniać.;Non dirlo. Non puoi incolpare te stesso.;Ne dis pas ça. Tu ne peux pas t'en vouloir.;Sag das nicht. Du kannst dir keine Vorwürfe machen.;别这么说。你不能责怪自己。;No digas eso. No puedes culparte a ti mismo.;Don't say that. You can't blame yourself.;그런 말은 하지 마세요. 당신은 자신을 비난할 수 없습니다.;No digas eso. No puedes culparte a ti mismo.;そんなこと言わないでよ。自分を責めることはできません。;Ne mondd ezt. Nem hibáztathatod magad.
2116737832;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08_final_essi.w2scene""";Line text;GRLT_STED_2116737832;;Me desculpe por não ter compartilhado os mesmos sentimentos que você.;Je mi líto, že jsem nesdílel stejné pocity jako vy.;Мне жаль, что я не разделял тех же чувств, что и ты.;أنا آسف لأنني لم أشاركك نفس المشاعر.;Seninle aynı duyguları paylaşmadığım için üzgünüm.;很抱歉我没有和你有同样的感受。;Przepraszam, że nie podzielałem tych samych uczuć co Ty.;Mi dispiace di non aver condiviso i tuoi stessi sentimenti.;Je suis désolé de ne pas avoir partagé les mêmes sentiments que toi.;Es tut mir leid, dass ich nicht die gleichen Gefühle wie Sie hatte.;很抱歉我没有和你有同样的感受。;Lamento no haber compartido los mismos sentimientos que tú.;I'm sorry I didn't share the same feelings as you.;당신과 같은 감정을 공유하지 못해서 미안해요.;Lamento no haber compartido los mismos sentimientos que tú.;あなたと同じ気持ちを共有できなくてごめんなさい。;Sajnálom, hogy nem éreztem ugyanazokat az érzéseket, mint te.
2116737834;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08_final_essi.w2scene""";Line text;VIM1_STED_2116737834;;Você não pode controlar seus sentimentos.;Nemůžete ovládat své pocity.;Вы не можете контролировать свои чувства.;لا يمكنك التحكم في مشاعرك.;Duygularını kontrol edemezsin.;你无法控制自己的感受。;Nie możesz kontrolować swoich uczuć.;Non puoi controllare i tuoi sentimenti.;On ne peut pas commander ses sentiments.;Du kannst deine Gefühle nicht kontrollieren.;你无法控制自己的感受。;No puedes controlar tus sentimientos.;Feelings can't be ordered.;당신은 자신의 감정을 통제할 수 없습니다.;No puedes controlar tus sentimientos.;自分の感情をコントロールすることはできません。;Nem tudod irányítani az érzéseidet.
2116737840;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08_final_essi.w2scene""";Line text;VIM1_STED_2116737840;;A vida é muito curta para ter arrependimentos.;Život je příliš krátký na to, abychom litovali.;Жизнь слишком коротка, чтобы сожалеть.;الحياة أقصر من أن تندم عليها.;Hayat pişmanlık duymak için çok kısa.;人生太短，不能有遗憾。;Życie jest za krótkie, żeby żałować.;La vita è troppo breve per avere rimpianti.;La vie est trop courte pour avoir des regrets.;Das Leben ist zu kurz, um es zu bereuen.;人生太短，不能有遗憾。;La vida es demasiado corta para arrepentirse.;Life is too short to have regrets.;인생은 후회하기에는 너무 짧습니다.;La vida es demasiado corta para arrepentirse.;後悔するには人生は短すぎます。;Az élet túl rövid ahhoz, hogy megbánja.
2116737842;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08_final_essi.w2scene""";Line text;VIM1_STED_2116737842;;Mantenha-me em seu coração e aproveite sua vida.;Nech si mě ve svém srdci a užívej si života.;Держи меня в своем сердце и наслаждайся жизнью.;إحتفظ بي في قلبك واستمتع بحياتك.;Beni kalbinde tut ve hayatının tadını çıkar.;把我放在心里，享受你的生活。;Zachowaj mnie w swoim sercu i ciesz się życiem.;Tienimi nel tuo cuore e goditi la vita.;Gardez-moi dans ton cœur et profite de ta vie.;Behalte mich in deinem Herzen und genieße dein Leben.;把我放在心里，享受你的生活。;Mantenme en tu corazón y disfruta de tu vida.;Keep me in your heart, and enjoy your life.;나를 당신의 마음 속에 간직하고 당신의 삶을 즐기십시오.;Mantenme en tu corazón y disfruta de tu vida.;私を心の中に留めて、人生を楽しんでください。;Tarts a szívedben és élvezd az életed.
2116737844;"CStoryScene ""dlc\dlcsted\data\scenes\sted_08_final_essi.w2scene""";Line text;VIM1_STED_2116737844;;Onde estou, guardo com carinho as lembranças dos momentos passados ​​ao seu lado.;Tam, kde jsem, si vážím vzpomínek na chvíle strávené po tvém boku.;Там, где я нахожусь, я храню воспоминания о моментах, проведенных рядом с тобой.;أينما كنت، أعتز بذكريات اللحظات التي قضيتها بجانبك.;Nerede olursam olayım, senin yanında geçirdiğim anların anılarına değer veriyorum.;无论我身在何处，我都珍惜与你共度的时光。;Tam gdzie jestem, pielęgnuję wspomnienia chwil spędzonych u Twojego boku.;Dove sono, conservo i ricordi dei momenti trascorsi al tuo fianco.;Là où je suis, je chéris les souvenirs des moments passés à tes côtés.;Wo ich bin, schätze ich die Erinnerungen an die Momente, die ich an Ihrer Seite verbracht habe.;无论我身在何处，我都珍惜与你共度的时光。;Donde estoy, atesoro los recuerdos de los momentos pasados ​​a tu lado.;Where I am, I cherish the memories of the times I spent by your side.;내가 있는 곳에서는 당신과 함께했던 순간들의 추억을 소중히 간직하고 있습니다.;Donde estoy, atesoro los recuerdos de los momentos pasados ​​a tu lado.;私はここで、あなたの側で過ごした瞬間の思い出を大切にしています。;Ahol vagyok, őrzöm az Ön mellett eltöltött pillanatok emlékeit.
